articulo,stock,compras_recomendadas,demanda_mensual,index_riesgo,riesgo,LT_meses,mean_margen,ultima_fecha,monto_usd,ultima_compra
hy045,444.0,582.3330382181745,97.05550636969575,4.574701803200657,Verde,6.0,1.053699306033169,2024-09-20,4.5,4174.0
cf-2631,72.0,417.6648129913074,104.41620324782684,0.689548152111138,Rojo,4.0,0.2946635837721111,2024-02-09,11.16523648738861,3050.0
pp05300100,378.0,439.2510668255028,219.6255334127514,1.7211113577108945,Verde,2.0,0.4608992554852919,2024-06-12,16.31,3018.0
884646,1954.0,356.4715847764267,118.82386159214224,16.444508483548702,Verde,3.0,0.7523269016707198,2024-08-07,4.376667,12852.0
c-1142,78.0,4618.732664913331,769.7887774855552,0.10132649667195705,Rojo,6.0,0.8950399921508093,2024-09-17,1.3,66650.0
rp2050100,1117.0,594.4535504151385,297.22677520756923,3.7580732732437703,Verde,2.0,0.3903948773648446,2024-06-12,11.47,221073.0
fc-1807,2771.0,7343.520468292135,1223.9200780486892,2.2640367207782384,Verde,6.0,0.8673195530165257,2024-09-26,2.0,111575.0
sk-823a,0.0,43.97981131588715,7.329968552647858,0.0,Rojo,6.0,0.6130381131859761,2024-06-21,6.12,4000.0
w-962,247.0,373.4336341294057,93.35840853235142,2.64571776536237,Verde,4.0,0.33245271739064225,2024-09-24,4.7558195638656615,22404.0
48510-bz750,62.0,108.504701520691,18.084116920115168,3.428422868193066,Verde,6.0,0.7622993812625422,2024-09-19,10.2,1255.0
884569,4128.0,1505.361396726764,501.7871322422547,8.226595970195323,Verde,3.0,0.44898221976079566,2024-08-07,5.386667,42168.0
sk006,0.0,294.6459009948744,49.1076501658124,0.0,Rojo,6.0,0.5997607928755739,2024-01-22,5.57,4509.0
dt-100v,1128.0,992.6716512366012,165.4452752061002,6.817964421134518,Verde,6.0,0.43511945511910427,2024-05-20,13.65,13034.0
17039,849.0,4939.96863836068,1234.99215959017,0.6874537570195904,Rojo,4.0,0.40190670378598314,2024-05-29,0.3493217586278915,152400.0
mr-992321,0.0,214.6323144996806,35.772052416613434,0.0,Rojo,6.0,0.796150784122628,2024-02-29,8.0,2286.0
w-9023/1,58.0,220.7578278858541,55.18945697146353,1.0509253611607323,Naranja,4.0,0.4479211628859196,2024-09-24,11.800655086040496,3140.0
hy035,50.0,212.6336053230172,35.438934220502865,1.410877643466856,Amarillo,6.0,1.1240479072284266,2024-01-22,8.4,3244.0
mi003,0.0,132.0601151197712,22.010019186628536,0.0,Rojo,6.0,1.062761287624996,2023-08-31,8.9,1468.0
a-33740,4068.0,12812.62584991589,2135.4376416526484,1.9049959224525572,Verde,6.0,1.7458354626419594,2024-09-26,3.75,79540.0
c-2906,1598.0,4968.59130844369,828.0985514072817,1.9297220086719602,Verde,6.0,0.9044748294285019,2024-08-29,1.8,69500.0
c-1007,47.0,344.9241008067902,57.48735013446503,0.8175711680928981,Rojo,6.0,0.7822811634232104,2024-08-29,7.7,5934.0
48320,6975.0,7244.776456305488,1811.194114076372,3.8510505007669695,Verde,4.0,0.4031786058602938,2024-09-16,0.8464916325330735,244900.0
t015,1040.0,2941.456006621046,490.24266777017436,2.121398377522602,Verde,6.0,0.7862167162752883,2024-09-20,4.7,23207.0
to-015,0.0,787.5495002379582,131.2582500396597,0.0,Rojo,6.0,0.6512633129163734,2024-06-21,6.22,9479.0
ety002,0.0,307.7139116424982,51.285651940416365,0.0,Rojo,6.0,0.7162037646502092,2023-05-19,2.35,3880.0
98016,299.0,145.8780826409734,36.46952066024335,8.198627088782935,Verde,4.0,0.4567771201688505,2024-05-29,6.953228444337845,3310.0
a-5331-s,93.0,236.6587626399212,39.443127106653534,2.3578252238604107,Verde,6.0,0.7360478549876703,2024-09-26,24.9,1589.0
dt155/70r12,0.0,109.9867483527501,18.33112472545835,0.0,Rojo,6.0,0.6321523606229388,2024-10-04,15.0,8260.0
f-17011,1000.0,1386.469994276481,231.0783323794135,4.327536856021941,Verde,6.0,1.6216823543327195,2024-09-17,1.8,15200.0
54650-g6250,55.0,87.37181154365696,14.561968590609494,3.776961861836976,Verde,6.0,0.7552496894595081,2024-09-19,10.9,763.0
ch002,0.0,871.0096757392039,145.16827928986731,0.0,Rojo,6.0,1.1532661226026437,2024-01-22,4.94,9892.0
re002,0.0,196.2257094046201,32.70428490077001,0.0,Rojo,6.0,0.7181382406333503,2024-01-22,6.3,1842.0
bdd010,91.0,176.0945671590157,29.349094526502615,3.100606729717873,Verde,6.0,1.0389063173061577,2024-07-24,10.09,1030.0
t016,962.0,1899.071842214593,316.51197370243216,3.0393794861752106,Verde,6.0,0.8353509709636366,2024-09-20,9.8,12308.0
rxfc113661bep,0.0,2226.593957093911,1113.2969785469554,0.0,Rojo,2.0,0.27533969542148506,2024-10-09,2.08,39744.0
novar#1,22.0,11.29618818728241,11.29618818728241,1.9475596223483833,Verde,1.0,0.41460484950793425,2024-06-25,48.29,4184.0
54650-b4000,257.0,147.2281979837284,24.538032997288067,10.47353714245977,Verde,6.0,0.8213750244082307,2024-09-19,10.3,1290.0
17649,3880.0,2922.785370024404,730.696342506101,5.310003313678286,Verde,4.0,0.49268152651274827,2024-05-29,0.628648943066597,69200.0
3340048,244.0,154.6676630832272,25.777943847204536,9.465456261611818,Verde,6.0,0.78099377651029,2024-09-19,9.9,1505.0
ety001,71.0,676.3846336644222,112.73077227740369,0.6298191573218876,Rojo,6.0,0.727144456759042,2023-05-19,2.35,3890.0
c-1318,316.0,843.6455503577938,140.60759172629898,2.2473893203086273,Verde,6.0,1.4176490033041942,2024-09-17,2.75,15288.0
dt-036v,121.0,136.3270897556022,22.7211816259337,5.325427259552908,Verde,6.0,0.711211252205043,2024-01-11,17.74,900.0
tb-1374x,0.0,226.8904592619651,56.722614815491276,0.0,Rojo,4.0,0.28925662584413336,2024-02-09,15.152820947170259,25765.0
eo-2624,553.0,650.8721703600482,108.47869506000804,5.097775187045645,Verde,6.0,0.8451480639804838,2022-08-10,1.26,13000.0
c-2505,937.0,1868.655543014408,311.44259050240134,3.0085801639669296,Verde,6.0,1.2833296939371448,2024-09-17,1.15,22650.0
sfc-19140,0.0,378.2917549357641,63.04862582262735,0.0,Rojo,6.0,0.9375511376598032,2024-08-29,9.1,4692.0
bdd020,228.0,1099.591816393379,183.26530273222986,1.244098018560187,Amarillo,6.0,0.9484312419240416,2024-07-24,12.21,5780.0
48321,6110.0,7570.578241475101,1892.6445603687753,3.2282870898957845,Verde,4.0,0.4499007479855714,2024-09-16,0.7700922698378563,316331.0
485300d330,0.0,216.7800564153126,36.1300094025521,0.0,Rojo,6.0,0.9878314375868411,2024-02-29,6.0,3359.0
cf-400/1,425.0,348.2370476705107,87.05926191762768,4.881732174597571,Verde,4.0,0.30686993263573886,2024-02-03,9.29,6516.0
mi004,0.0,28.19426864965867,4.699044774943112,0.0,Rojo,6.0,0.9878020586198896,2023-08-31,9.56,1444.0
a-7620-s,240.0,386.3627647620532,64.39379412700886,3.7270672314575757,Verde,6.0,1.2373031082863126,2024-09-30,2.37,5875.0
eo-1501,390.0,1484.586089430737,247.43101490512285,1.576196905426529,Verde,6.0,1.7882808436895143,2024-09-17,1.3,11000.0
ato-002,223.0,203.3204135746647,33.88673559577745,6.580746008116153,Verde,6.0,1.4984549546734047,2024-06-21,29.7,1138.0
wk-1050/1,219.0,929.0395927587458,232.25989818968645,0.9429092224140342,Rojo,4.0,0.4207484172658044,2024-09-12,10.97,43257.0
