fuente_suministro,date,sku,LT_meses,ingreso_usd_sin_recomendacion,ingreso_usd_con_recomendacion,tc
narva,2024-10-01,48328,4.0,,,3.715999990254402
ito koyama - trapecios,2024-06-01,t1083,6.0,215.68857510901776,260.3137975453663,3.746999808933834
ito koyama - trapecios,2024-07-01,t1083,6.0,289.3361471385978,230.03655875438517,3.756425045317437
ito koyama - trapecios,2024-08-01,t1083,6.0,306.16463129095376,321.0994913539271,3.732000149037844
ito koyama - trapecios,2024-09-01,t1083,6.0,252.87626047264158,304.9390199817148,3.746999808933834
ito koyama - trapecios,2024-10-01,t1083,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,ch010,6.0,372.81775855107276,372.81775855107276,3.746999808933834
ito koyama - resortes,2024-07-01,ch010,6.0,278.9117418566702,278.9117418566702,3.756425045317437
ito koyama - resortes,2024-08-01,ch010,6.0,243.3055223140343,243.3055223140343,3.732000149037844
ito koyama - resortes,2024-09-01,ch010,6.0,227.41883271615436,227.41883271615436,3.746999808933834
ito koyama - resortes,2024-10-01,ch010,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,hy009,6.0,3254.822559342468,3254.822559342468,3.746999808933834
ito koyama - resortes,2024-07-01,hy009,6.0,3457.602229242799,2833.63277826333,3.756425045317437
ito koyama - resortes,2024-08-01,hy009,6.0,3018.9027748600924,1903.8311869037602,3.732000149037844
ito koyama - resortes,2024-09-01,hy009,6.0,3333.6457873005547,2683.781718184202,3.746999808933834
ito koyama - resortes,2024-10-01,hy009,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,dg001,6.0,432.76495027860335,408.7595592933038,3.746999808933834
ito koyama - resortes,2024-07-01,dg001,6.0,371.1633390564114,371.1633390564114,3.756425045317437
ito koyama - resortes,2024-08-01,dg001,6.0,320.8022547573359,181.94517407209062,3.732000149037844
ito koyama - resortes,2024-09-01,dg001,6.0,262.8945959636376,262.8945959636376,3.746999808933834
ito koyama - resortes,2024-10-01,dg001,6.0,,,3.715999990254402
sakura - radiadores,2024-06-01,3461-1096skr,6.0,1168.7624922835594,1825.1425796581866,3.746999808933834
sakura - radiadores,2024-07-01,3461-1096skr,6.0,813.3697348824091,1981.168245179091,3.756425045317437
sakura - radiadores,2024-08-01,3461-1096skr,6.0,982.4316145335188,1815.0453403575839,3.732000149037844
sakura - radiadores,2024-09-01,3461-1096skr,6.0,1535.6995538144445,1773.2159697771385,3.746999808933834
sakura - radiadores,2024-10-01,3461-1096skr,6.0,,,3.715999990254402
mann - brasil,2024-06-01,wk-950/14,4.0,1030.2108392453322,1124.7087077963597,3.746999808933834
mann - brasil,2024-07-01,wk-950/14,4.0,1153.6291205284183,1103.499983724519,3.756425045317437
mann - brasil,2024-08-01,wk-950/14,4.0,1154.1333092885886,1120.5649352056482,3.732000149037844
mann - brasil,2024-09-01,wk-950/14,4.0,909.5049370994213,909.5049370994213,3.746999808933834
mann - brasil,2024-10-01,wk-950/14,4.0,,,3.715999990254402
rover - usa,2024-06-01,rov2050025,4.0,769.0541108081602,822.7658264836508,3.746999808933834
rover - usa,2024-07-01,rov2050025,4.0,823.1367426792197,748.268362632885,3.756425045317437
rover - usa,2024-08-01,rov2050025,4.0,732.9250258277239,732.9250258277239,3.732000149037844
rover - usa,2024-09-01,rov2050025,4.0,939.1412104472137,812.2464968553528,3.746999808933834
rover - usa,2024-10-01,rov2050025,4.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,hy030,6.0,253.57700521359158,253.57700521359158,3.746999808933834
ito koyama - resortes,2024-07-01,hy030,6.0,209.33028066574812,209.33028066574812,3.756425045317437
ito koyama - resortes,2024-08-01,hy030,6.0,193.14193135879123,193.14193135879123,3.732000149037844
ito koyama - resortes,2024-09-01,hy030,6.0,170.508675919484,170.508675919484,3.746999808933834
ito koyama - resortes,2024-10-01,hy030,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,hy046,6.0,363.68211722577087,336.53646588004204,3.746999808933834
ito koyama - resortes,2024-07-01,hy046,6.0,380.3229712690483,380.3229712690483,3.756425045317437
ito koyama - resortes,2024-08-01,hy046,6.0,318.0284961113033,318.0284961113033,3.732000149037844
ito koyama - resortes,2024-09-01,hy046,6.0,258.096986418289,258.096986418289,3.746999808933834
ito koyama - resortes,2024-10-01,hy046,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,hy008,6.0,2486.791336511824,2486.791336511824,3.746999808933834
ito koyama - resortes,2024-07-01,hy008,6.0,1930.1227367046615,1930.1227367046615,3.756425045317437
ito koyama - resortes,2024-08-01,hy008,6.0,1574.615562998987,1574.615562998987,3.732000149037844
ito koyama - resortes,2024-09-01,hy008,6.0,1945.8688414165513,1945.8688414165513,3.746999808933834
ito koyama - resortes,2024-10-01,hy008,6.0,,,3.715999990254402
sakura filter,2024-06-01,ef-2636,6.0,1636.663901003369,1546.3643783445539,3.746999808933834
sakura filter,2024-07-01,ef-2636,6.0,1626.4429048239638,1336.8783195260448,3.756425045317437
sakura filter,2024-08-01,ef-2636,6.0,1601.699348307697,915.8577964820807,3.732000149037844
sakura filter,2024-09-01,ef-2636,6.0,1523.2620951286042,1279.961480162578,3.746999808933834
sakura filter,2024-10-01,ef-2636,6.0,,,3.715999990254402
sakura filter,2024-06-01,f-1111,6.0,5471.320797366025,5881.893986121901,3.746999808933834
sakura filter,2024-07-01,f-1111,6.0,5198.345891823157,5561.722824310852,3.756425045317437
sakura filter,2024-08-01,f-1111,6.0,4894.297918447538,6078.188716943877,3.732000149037844
sakura filter,2024-09-01,f-1111,6.0,5179.414598278754,6525.6398980167605,3.746999808933834
sakura filter,2024-10-01,f-1111,6.0,,,3.715999990254402
tkl - taiwan,2024-06-01,kn47001,4.0,1471.5660615215133,1601.8920032048457,3.746999808933834
tkl - taiwan,2024-07-01,kn47001,4.0,1524.3304419507645,1770.726342676343,3.756425045317437
tkl - taiwan,2024-08-01,kn47001,4.0,1728.7120976948852,1823.0533781041966,3.732000149037844
tkl - taiwan,2024-09-01,kn47001,4.0,1980.9543135866525,1668.8750836469621,3.746999808933834
tkl - taiwan,2024-10-01,kn47001,4.0,,,3.715999990254402
sakura filter,2024-06-01,a-5801-s,6.0,1985.5044944363804,2237.396855670846,3.746999808933834
sakura filter,2024-07-01,a-5801-s,6.0,2113.5428495793303,2113.5428495793303,3.756425045317437
sakura filter,2024-08-01,a-5801-s,6.0,1926.5392571148525,1926.5392571148525,3.732000149037844
sakura filter,2024-09-01,a-5801-s,6.0,1926.2357035576822,1617.9744894361356,3.746999808933834
sakura filter,2024-10-01,a-5801-s,6.0,,,3.715999990254402
mann - brasil,2024-06-01,c-311345/1,4.0,1417.990906957742,1985.187269740839,3.746999808933834
mann - brasil,2024-07-01,c-311345/1,4.0,1367.2852619793262,1367.2852619793262,3.756425045317437
mann - brasil,2024-08-01,c-311345/1,4.0,1186.408414893013,1186.408414893013,3.732000149037844
mann - brasil,2024-09-01,c-311345/1,4.0,1630.6895430014033,1630.6895430014033,3.746999808933834
mann - brasil,2024-10-01,c-311345/1,4.0,,,3.715999990254402
ito koyama - palieres,2024-06-01,ato-001,6.0,378.0090714543321,1169.46556481184,3.746999808933834
ito koyama - palieres,2024-07-01,ato-001,6.0,718.7717875628114,871.9526603220991,3.756425045317437
ito koyama - palieres,2024-08-01,ato-001,6.0,782.777254896304,782.777254896304,3.732000149037844
ito koyama - palieres,2024-09-01,ato-001,6.0,649.7030915621332,631.0748887793674,3.746999808933834
ito koyama - palieres,2024-10-01,ato-001,6.0,,,3.715999990254402
sakura filter,2024-06-01,a-28650,6.0,1721.1488975871891,1721.1488975871891,3.746999808933834
sakura filter,2024-07-01,a-28650,6.0,1909.1723586923774,1951.9150234392218,3.756425045317437
sakura filter,2024-08-01,a-28650,6.0,1771.0889450174839,1550.2016621463367,3.732000149037844
sakura filter,2024-09-01,a-28650,6.0,1928.2581010312908,1866.812663958487,3.746999808933834
sakura filter,2024-10-01,a-28650,6.0,,,3.715999990254402
mann - brasil,2024-06-01,wk-1156/1,4.0,1164.8493177940898,1710.0664292781614,3.746999808933834
mann - brasil,2024-07-01,wk-1156/1,4.0,1364.8026699360546,1501.9030526768563,3.756425045317437
mann - brasil,2024-08-01,wk-1156/1,4.0,1461.9138521257937,1422.5701478017813,3.732000149037844
mann - brasil,2024-09-01,wk-1156/1,4.0,1150.9820640108267,1150.9820640108267,3.746999808933834
mann - brasil,2024-10-01,wk-1156/1,4.0,,,3.715999990254402
sakura filter,2024-06-01,a-6121m-s,6.0,849.8806720063637,768.3722712092044,3.746999808933834
sakura filter,2024-07-01,a-6121m-s,6.0,731.5246897651034,731.5246897651034,3.756425045317437
sakura filter,2024-08-01,a-6121m-s,6.0,805.1265490456531,622.7908735770535,3.732000149037844
sakura filter,2024-09-01,a-6121m-s,6.0,705.9492678762538,419.1328958431286,3.746999808933834
sakura filter,2024-10-01,a-6121m-s,6.0,,,3.715999990254402
mann - brasil,2024-06-01,w-11102/36,4.0,7062.848110672753,7062.848110672753,3.746999808933834
mann - brasil,2024-07-01,w-11102/36,4.0,5194.89143212078,3710.2609453598443,3.756425045317437
mann - brasil,2024-08-01,w-11102/36,4.0,2118.699700646205,2118.699700646205,3.732000149037844
mann - brasil,2024-09-01,w-11102/36,4.0,1340.4767546571893,1340.4767546571893,3.746999808933834
mann - brasil,2024-10-01,w-11102/36,4.0,,,3.715999990254402
sakura filter,2024-06-01,c-1011,6.0,8201.869127001159,9443.247346325748,3.746999808933834
sakura filter,2024-07-01,c-1011,6.0,6750.243741549598,9099.65478356663,3.756425045317437
sakura filter,2024-08-01,c-1011,6.0,7437.099885463123,9491.907263111849,3.732000149037844
sakura filter,2024-09-01,c-1011,6.0,9271.389506900217,9455.175106320965,3.746999808933834
sakura filter,2024-10-01,c-1011,6.0,,,3.715999990254402
versachem - usa,2024-06-01,99939,1.0,16546.700929818075,16546.700929818075,3.746999808933834
versachem - usa,2024-07-01,99939,1.0,18910.6476294027,16906.094309260538,3.756425045317437
versachem - usa,2024-08-01,99939,1.0,19841.481548690244,17609.00446329944,3.732000149037844
versachem - usa,2024-09-01,99939,1.0,13615.783052114873,13615.783052114873,3.746999808933834
versachem - usa,2024-10-01,99939,1.0,,,3.715999990254402
ito koyama - palieres,2024-06-01,hy-803,6.0,397.0414169141154,397.0414169141154,3.746999808933834
ito koyama - palieres,2024-07-01,hy-803,6.0,372.91847423556396,372.91847423556396,3.756425045317437
ito koyama - palieres,2024-08-01,hy-803,6.0,340.4419936997161,421.91529133725487,3.732000149037844
ito koyama - palieres,2024-09-01,hy-803,6.0,376.7546291885767,414.43009210743435,3.746999808933834
ito koyama - palieres,2024-10-01,hy-803,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,hy043,6.0,363.2132808365313,367.5893444610678,3.746999808933834
ito koyama - resortes,2024-07-01,hy043,6.0,349.20669236747693,366.6670269858508,3.756425045317437
ito koyama - resortes,2024-08-01,hy043,6.0,219.68259525991746,413.783360151926,3.732000149037844
ito koyama - resortes,2024-09-01,hy043,6.0,223.1792448513626,415.6867779137687,3.746999808933834
ito koyama - resortes,2024-10-01,hy043,6.0,,,3.715999990254402
sakura filter,2024-06-01,a-71260-s,6.0,878.8170186178405,1219.197915839538,3.746999808933834
sakura filter,2024-07-01,a-71260-s,6.0,1140.9870230257955,1140.9870230257955,3.756425045317437
sakura filter,2024-08-01,a-71260-s,6.0,1036.41012577435,1036.41012577435,3.732000149037844
sakura filter,2024-09-01,a-71260-s,6.0,1046.2107364498102,1046.2107364498102,3.746999808933834
sakura filter,2024-10-01,a-71260-s,6.0,,,3.715999990254402
valvoline - usa,2024-06-01,675130,3.0,2378.041707463094,2378.041707463094,3.746999808933834
valvoline - usa,2024-07-01,675130,3.0,2457.095577367468,2457.095577367468,3.756425045317437
valvoline - usa,2024-08-01,675130,3.0,2892.50409715113,3269.043092046543,3.732000149037844
valvoline - usa,2024-09-01,675130,3.0,3074.8334980907207,3650.3621165663826,3.746999808933834
valvoline - usa,2024-10-01,675130,3.0,,,3.715999990254402
sakura filter,2024-06-01,fc-2205,6.0,347.57418158660215,347.57418158660215,3.746999808933834
sakura filter,2024-07-01,fc-2205,6.0,326.4402739948566,326.4402739948566,3.756425045317437
sakura filter,2024-08-01,fc-2205,6.0,333.1088270936118,333.1088270936118,3.732000149037844
sakura filter,2024-09-01,fc-2205,6.0,325.004429535524,308.43174235765855,3.746999808933834
sakura filter,2024-10-01,fc-2205,6.0,,,3.715999990254402
ito koyama - amortiguadores,2024-06-01,54302-5m400,6.0,372.3478731736415,386.6689452187816,3.746999808933834
ito koyama - amortiguadores,2024-07-01,54302-5m400,6.0,289.27406637491947,378.5561856264378,3.756425045317437
ito koyama - amortiguadores,2024-08-01,54302-5m400,6.0,75.48781441265089,257.6370856544964,3.732000149037844
ito koyama - amortiguadores,2024-09-01,54302-5m400,6.0,153.95152448525562,239.87795675609595,3.746999808933834
ito koyama - amortiguadores,2024-10-01,54302-5m400,6.0,,,3.715999990254402
sakura filter,2024-06-01,ca-18120,6.0,780.7392161188892,880.5833314466979,3.746999808933834
sakura filter,2024-07-01,ca-18120,6.0,829.8018666260489,986.7914089607067,3.756425045317437
sakura filter,2024-08-01,ca-18120,6.0,669.8791892774022,800.4201625346483,3.732000149037844
sakura filter,2024-09-01,ca-18120,6.0,803.2227068638537,947.2297807105263,3.746999808933834
sakura filter,2024-10-01,ca-18120,6.0,,,3.715999990254402
sakura filter,2024-06-01,fs-4301,6.0,619.637559807294,605.9661889260536,3.746999808933834
sakura filter,2024-07-01,fs-4301,6.0,496.17721897200215,496.17721897200215,3.756425045317437
sakura filter,2024-08-01,fs-4301,6.0,536.0203251463075,567.6279162550616,3.732000149037844
sakura filter,2024-09-01,fs-4301,6.0,493.1371583241442,643.2223804227966,3.746999808933834
sakura filter,2024-10-01,fs-4301,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,hy017,6.0,322.7608786189044,322.7608786189044,3.746999808933834
ito koyama - resortes,2024-07-01,hy017,6.0,257.56083210528203,257.56083210528203,3.756425045317437
ito koyama - resortes,2024-08-01,hy017,6.0,319.7373446382195,318.0311717416029,3.732000149037844
ito koyama - resortes,2024-09-01,hy017,6.0,202.2634839345134,426.644902006222,3.746999808933834
ito koyama - resortes,2024-10-01,hy017,6.0,,,3.715999990254402
prextoline - usa,2024-06-01,pcr5050500,4.0,1963.13832149403,1963.13832149403,3.746999808933834
prextoline - usa,2024-07-01,pcr5050500,4.0,1839.9313172345378,1839.9313172345378,3.756425045317437
prextoline - usa,2024-08-01,pcr5050500,4.0,2434.021857775557,2245.0072081647954,3.732000149037844
prextoline - usa,2024-09-01,pcr5050500,4.0,2310.091179207739,2083.775504597278,3.746999808933834
prextoline - usa,2024-10-01,pcr5050500,4.0,,,3.715999990254402
ito koyama - amortiguadores,2024-06-01,48510-12750,6.0,374.02860883641887,956.9303368931754,3.746999808933834
ito koyama - amortiguadores,2024-07-01,48510-12750,6.0,281.0289325705936,1002.9825696916014,3.756425045317437
ito koyama - amortiguadores,2024-08-01,48510-12750,6.0,356.0237541969384,1196.8476935611127,3.732000149037844
ito koyama - amortiguadores,2024-09-01,48510-12750,6.0,587.7592424572297,1141.5158841111484,3.746999808933834
ito koyama - amortiguadores,2024-10-01,48510-12750,6.0,,,3.715999990254402
sakura filter,2024-06-01,a-8506-s,6.0,5025.481540230001,5793.582543382882,3.746999808933834
sakura filter,2024-07-01,a-8506-s,6.0,4526.4400177514635,5723.10267410015,3.756425045317437
sakura filter,2024-08-01,a-8506-s,6.0,4916.679428623431,4894.549068103989,3.732000149037844
sakura filter,2024-09-01,a-8506-s,6.0,4821.074969738368,6196.724147964386,3.746999808933834
sakura filter,2024-10-01,a-8506-s,6.0,,,3.715999990254402
narva,2024-06-01,48358,4.0,336.0215432862171,336.0215432862171,3.746999808933834
narva,2024-07-01,48358,4.0,315.167779812899,315.167779812899,3.756425045317437
narva,2024-08-01,48358,4.0,312.1950605054062,367.58450672410726,3.732000149037844
narva,2024-09-01,48358,4.0,341.03679020093676,526.6009260455642,3.746999808933834
narva,2024-10-01,48358,4.0,,,3.715999990254402
sakura filter,2024-06-01,ef-65030-s,6.0,260.4385425954195,260.4385425954195,3.746999808933834
sakura filter,2024-07-01,ef-65030-s,6.0,262.259220510262,262.259220510262,3.756425045317437
sakura filter,2024-08-01,ef-65030-s,6.0,298.84034003149225,298.84034003149225,3.732000149037844
sakura filter,2024-09-01,ef-65030-s,6.0,337.32992183787667,308.04068138733936,3.746999808933834
sakura filter,2024-10-01,ef-65030-s,6.0,,,3.715999990254402
sakura filter,2024-06-01,sfc-1306-30,6.0,598.2263197545143,598.2263197545143,3.746999808933834
sakura filter,2024-07-01,sfc-1306-30,6.0,514.0707921222989,514.0707921222989,3.756425045317437
sakura filter,2024-08-01,sfc-1306-30,6.0,637.1555523440732,637.1555523440732,3.732000149037844
sakura filter,2024-09-01,sfc-1306-30,6.0,628.5418427150472,639.8982652617672,3.746999808933834
sakura filter,2024-10-01,sfc-1306-30,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,re001,6.0,374.17706641239056,250.57340688224753,3.746999808933834
ito koyama - resortes,2024-07-01,re001,6.0,244.38216766139016,244.38216766139016,3.756425045317437
ito koyama - resortes,2024-08-01,re001,6.0,152.0613406968527,152.0613406968527,3.732000149037844
ito koyama - resortes,2024-09-01,re001,6.0,80.18079994551226,80.18079994551226,3.746999808933834
ito koyama - resortes,2024-10-01,re001,6.0,,,3.715999990254402
ito koyama - palieres,2024-06-01,to-2880,6.0,698.4559625933352,698.4559625933352,3.746999808933834
ito koyama - palieres,2024-07-01,to-2880,6.0,795.1506977910497,795.1506977910497,3.756425045317437
ito koyama - palieres,2024-08-01,to-2880,6.0,777.4874583358361,777.4874583358361,3.732000149037844
ito koyama - palieres,2024-09-01,to-2880,6.0,717.4357441855456,774.3750889621762,3.746999808933834
ito koyama - palieres,2024-10-01,to-2880,6.0,,,3.715999990254402
sakura filter,2024-06-01,a-6038-s,6.0,8195.701736013463,8195.701736013463,3.746999808933834
sakura filter,2024-07-01,a-6038-s,6.0,8188.7404808840365,8592.303265089839,3.756425045317437
sakura filter,2024-08-01,a-6038-s,6.0,8153.3381998512705,8917.466925121736,3.732000149037844
sakura filter,2024-09-01,a-6038-s,6.0,7575.228476465023,9695.746978877823,3.746999808933834
sakura filter,2024-10-01,a-6038-s,6.0,,,3.715999990254402
sakura filter,2024-06-01,a-5330-s,6.0,978.050899786901,1152.5572092107734,3.746999808933834
sakura filter,2024-07-01,a-5330-s,6.0,1223.9306247480697,1392.1445254339221,3.756425045317437
sakura filter,2024-08-01,a-5330-s,6.0,1083.1557742478562,1541.4139864296415,3.732000149037844
sakura filter,2024-09-01,a-5330-s,6.0,1066.9646179493468,1600.44692692402,3.746999808933834
sakura filter,2024-10-01,a-5330-s,6.0,,,3.715999990254402
ito koyama - amortiguadores,2024-06-01,41602-58m00,6.0,252.49412265264937,516.8239073046416,3.746999808933834
ito koyama - amortiguadores,2024-07-01,41602-58m00,6.0,106.25368653337844,602.1042236891445,3.756425045317437
ito koyama - amortiguadores,2024-08-01,41602-58m00,6.0,35.6496957227429,446.6014117617643,3.732000149037844
ito koyama - amortiguadores,2024-09-01,41602-58m00,6.0,264.32978465199227,343.2341979809452,3.746999808933834
ito koyama - amortiguadores,2024-10-01,41602-58m00,6.0,,,3.715999990254402
wagner - pastillas,2024-06-01,mwmwd976,3.0,10526.791554738526,12476.197398208622,3.746999808933834
wagner - pastillas,2024-07-01,mwmwd976,3.0,11356.647516539471,11913.297425957346,3.756425045317437
wagner - pastillas,2024-08-01,mwmwd976,3.0,12773.572176382564,8703.651516250648,3.732000149037844
wagner - pastillas,2024-09-01,mwmwd976,3.0,11573.314691759315,9713.996184982227,3.746999808933834
wagner - pastillas,2024-10-01,mwmwd976,3.0,,,3.715999990254402
ito koyama - amortiguadores,2024-06-01,41700-65j00,6.0,338.3435564516193,338.3435564516193,3.746999808933834
ito koyama - amortiguadores,2024-07-01,41700-65j00,6.0,289.9601660558216,302.5605250088411,3.756425045317437
ito koyama - amortiguadores,2024-08-01,41700-65j00,6.0,124.39843817266792,344.84678448886325,3.732000149037844
ito koyama - amortiguadores,2024-09-01,41700-65j00,6.0,171.55447932758162,416.97269281009414,3.746999808933834
ito koyama - amortiguadores,2024-10-01,41700-65j00,6.0,,,3.715999990254402
mann - brasil,2024-06-01,w-920/7,4.0,612.6572836911414,860.84599963541,3.746999808933834
mann - brasil,2024-07-01,w-920/7,4.0,536.2890382844415,899.280150475494,3.756425045317437
mann - brasil,2024-08-01,w-920/7,4.0,687.9297608245138,778.7068080628686,3.732000149037844
mann - brasil,2024-09-01,w-920/7,4.0,774.5738515238003,774.5738515238003,3.746999808933834
mann - brasil,2024-10-01,w-920/7,4.0,,,3.715999990254402
valvoline,2024-06-01,b10300025,2.0,964.601086658951,1150.1012956318261,3.746999808933834
valvoline,2024-07-01,b10300025,2.0,1051.614281153391,1147.2155794400628,3.756425045317437
valvoline,2024-08-01,b10300025,2.0,949.8534354465421,949.8534354465421,3.732000149037844
valvoline,2024-09-01,b10300025,2.0,1103.7262433886074,1103.7262433886074,3.746999808933834
valvoline,2024-10-01,b10300025,2.0,,,3.715999990254402
sakura filter,2024-06-01,a-1840-s,6.0,350.41741113152005,742.0604000432188,3.746999808933834
sakura filter,2024-07-01,a-1840-s,6.0,400.9408531966374,856.7248396287118,3.756425045317437
sakura filter,2024-08-01,a-1840-s,6.0,372.5214450883868,880.4324800061443,3.732000149037844
sakura filter,2024-09-01,a-1840-s,6.0,463.78775002701184,868.2046706456974,3.746999808933834
sakura filter,2024-10-01,a-1840-s,6.0,,,3.715999990254402
sakura filter,2024-06-01,26560143,6.0,840.8744363765699,840.8744363765699,3.746999808933834
sakura filter,2024-07-01,26560143,6.0,885.076756354839,885.076756354839,3.756425045317437
sakura filter,2024-08-01,26560143,6.0,690.5963844700331,690.5963844700331,3.732000149037844
sakura filter,2024-09-01,26560143,6.0,615.6095055681227,856.3506529969976,3.746999808933834
sakura filter,2024-10-01,26560143,6.0,,,3.715999990254402
ito koyama - amortiguadores,2024-06-01,48530-02130,6.0,266.1638347995153,266.1638347995153,3.746999808933834
ito koyama - amortiguadores,2024-07-01,48530-02130,6.0,291.1891654676608,291.1891654676608,3.756425045317437
ito koyama - amortiguadores,2024-08-01,48530-02130,6.0,318.9562332529954,318.9562332529954,3.732000149037844
ito koyama - amortiguadores,2024-09-01,48530-02130,6.0,352.02313634774606,352.02313634774606,3.746999808933834
ito koyama - amortiguadores,2024-10-01,48530-02130,6.0,,,3.715999990254402
sakura filter,2024-06-01,eo-17030,6.0,1116.1975854345706,1116.1975854345706,3.746999808933834
sakura filter,2024-07-01,eo-17030,6.0,1081.0576068355258,1081.0576068355258,3.756425045317437
sakura filter,2024-08-01,eo-17030,6.0,937.778290431424,937.778290431424,3.732000149037844
sakura filter,2024-09-01,eo-17030,6.0,989.0879479968855,989.0879479968855,3.746999808933834
sakura filter,2024-10-01,eo-17030,6.0,,,3.715999990254402
sakura filter,2024-06-01,f-11112,6.0,526.9930736211193,626.9917593177264,3.746999808933834
sakura filter,2024-07-01,f-11112,6.0,396.9961614248814,670.5678093745951,3.756425045317437
sakura filter,2024-08-01,f-11112,6.0,79.3164744308447,763.6931154162646,3.732000149037844
sakura filter,2024-09-01,f-11112,6.0,135.99821254738563,859.5909278585265,3.746999808933834
sakura filter,2024-10-01,f-11112,6.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,hy038,6.0,325.6876640033085,325.6876640033085,3.746999808933834
ito koyama - resortes,2024-07-01,hy038,6.0,395.0129723422718,402.39639238605264,3.756425045317437
ito koyama - resortes,2024-08-01,hy038,6.0,390.1664792094497,390.1664792094497,3.732000149037844
ito koyama - resortes,2024-09-01,hy038,6.0,318.28567163959684,421.91356473155867,3.746999808933834
ito koyama - resortes,2024-10-01,hy038,6.0,,,3.715999990254402
valvoline - usa,2024-06-01,884559,3.0,2994.4680772442316,2994.4680772442316,3.746999808933834
valvoline - usa,2024-07-01,884559,3.0,3506.4250416651325,3136.639441144036,3.756425045317437
valvoline - usa,2024-08-01,884559,3.0,2726.394430443158,2726.394430443158,3.732000149037844
valvoline - usa,2024-09-01,884559,3.0,3040.966028754235,3007.7347346013785,3.746999808933834
valvoline - usa,2024-10-01,884559,3.0,,,3.715999990254402
ito koyama - resortes,2024-06-01,n014,6.0,717.9354185417609,717.9354185417609,3.746999808933834
ito koyama - resortes,2024-07-01,n014,6.0,743.9151108681122,607.7677322981378,3.756425045317437
ito koyama - resortes,2024-08-01,n014,6.0,720.8209455180092,583.1779570290548,3.732000149037844
ito koyama - resortes,2024-09-01,n014,6.0,601.8898228722952,601.8898228722952,3.746999808933834
ito koyama - resortes,2024-10-01,n014,6.0,,,3.715999990254402
sakura filter,2024-06-01,c-65400,6.0,896.2296359265663,874.9691582839018,3.746999808933834
sakura filter,2024-07-01,c-65400,6.0,646.5233064796209,646.5233064796209,3.756425045317437
sakura filter,2024-08-01,c-65400,6.0,833.967788831438,594.9361465651917,3.732000149037844
sakura filter,2024-09-01,c-65400,6.0,884.6802849481312,724.1828702032766,3.746999808933834
sakura filter,2024-10-01,c-65400,6.0,,,3.715999990254402
ito koyama - trapecios,2024-06-01,t1085,6.0,326.6558366273278,561.4397192032196,3.746999808933834
ito koyama - trapecios,2024-07-01,t1085,6.0,417.4776636796448,712.7667428676863,3.756425045317437
ito koyama - trapecios,2024-08-01,t1085,6.0,399.71189236207704,838.4118957108078,3.732000149037844
ito koyama - trapecios,2024-09-01,t1085,6.0,377.69581110034784,889.3156541914021,3.746999808933834
ito koyama - trapecios,2024-10-01,t1085,6.0,,,3.715999990254402
sakura filter,2024-06-01,a-1088,6.0,3142.6694001937262,3142.6694001937262,3.746999808933834
sakura filter,2024-07-01,a-1088,6.0,3108.7595134947055,3108.7595134947055,3.756425045317437
sakura filter,2024-08-01,a-1088,6.0,3379.1481491631516,3379.1481491631516,3.732000149037844
sakura filter,2024-09-01,a-1088,6.0,3054.911839584543,3215.922182469371,3.746999808933834
sakura filter,2024-10-01,a-1088,6.0,,,3.715999990254402
sakura filter,2024-06-01,c-1160,6.0,2951.654001182915,3694.613296989814,3.746999808933834
sakura filter,2024-07-01,c-1160,6.0,3027.4987892250842,3027.4987892250842,3.756425045317437
sakura filter,2024-08-01,c-1160,6.0,3363.3265006823726,3199.1391181753625,3.732000149037844
sakura filter,2024-09-01,c-1160,6.0,3721.8878673204636,3380.9517058933516,3.746999808933834
sakura filter,2024-10-01,c-1160,6.0,,,3.715999990254402
sakura filter,2024-06-01,c-1534,6.0,2507.387627126161,2507.387627126161,3.746999808933834
sakura filter,2024-07-01,c-1534,6.0,2600.1341033569147,2600.1341033569147,3.756425045317437
sakura filter,2024-08-01,c-1534,6.0,2882.980401057092,2427.6776464988093,3.732000149037844
sakura filter,2024-09-01,c-1534,6.0,2999.0940631182175,2626.648370284188,3.746999808933834
sakura filter,2024-10-01,c-1534,6.0,,,3.715999990254402
valvoline,2024-06-01,di1540ci500,2.0,1575.058139325285,1921.8281155819807,3.746999808933834
valvoline,2024-07-01,di1540ci500,2.0,1346.6624271549263,1346.6624271549263,3.756425045317437
valvoline,2024-08-01,di1540ci500,2.0,722.9205097442687,722.9205097442687,3.732000149037844
valvoline,2024-09-01,di1540ci500,2.0,405.0149501122162,405.0149501122162,3.746999808933834
valvoline,2024-10-01,di1540ci500,2.0,,,3.715999990254402
ito koyama - amortiguadores,2024-06-01,4853109450,6.0,405.95417492061966,405.95417492061966,3.746999808933834
ito koyama - amortiguadores,2024-07-01,4853109450,6.0,276.38461338061256,276.38461338061256,3.756425045317437
